'Time and date','FP1-F7','F7-T7','T7-P7','P7-O1','-','FP1-F3','F3-C3','C3-P3','P3-O1','-','FZ-CZ','CZ-PZ','-','FP2-F4','F4-C4','C4-P4','P4-O2','-','FP2-F8','F8-T8','T8-P8','P8-O2','-','P7-T7','T7-FT9','FT9-FT10','FT10-T8','T8-P8'
'[17:57:00.473 10/08/2055]',0.000,7.814,64.469,18.755,0.000,4.298,14.457,9.768,60.562,0.000,0.391,22.271,0.000,-55.092,-2.735,-7.033,69.548,0.000,19.927,-54.310,-31.648,70.330,0.000,-64.469,2.344,110.574,-82.051,-31.648
'[17:57:00.477 10/08/2055]',-7.033,-11.722,85.177,17.582,0.000,4.689,16.020,2.735,58.217,0.000,8.205,12.503,0.000,-46.886,3.126,-12.894,60.562,0.000,33.993,-57.827,-35.946,63.687,0.000,-85.177,23.834,108.620,-76.581,-35.946
'[17:57:00.480 10/08/2055]',-12.503,-30.085,109.402,20.317,0.000,-2.735,18.755,0.000,68.376,0.000,7.424,5.470,0.000,-38.681,0.000,-14.847,63.297,0.000,40.244,-61.734,-37.509,69.158,0.000,-109.402,46.496,100.024,-75.409,-37.509
'[17:57:00.484 10/08/2055]',-30.476,-26.178,107.448,16.801,0.000,-16.410,19.145,-6.252,70.330,0.000,4.298,-2.344,0.000,-25.397,-5.470,-18.755,68.767,0.000,45.324,-65.250,-30.085,68.376,0.000,-107.448,51.184,101.587,-84.396,-30.085
'[17:57:00.488 10/08/2055]',-36.337,-8.987,45.714,18.755,0.000,-31.648,9.377,-17.973,57.827,0.000,3.126,-15.238,0.000,-20.708,-12.112,-25.397,52.747,0.000,46.105,-54.701,-47.277,50.794,0.000,-45.714,22.271,107.057,-78.926,-47.277
'[17:57:00.492 10/08/2055]',-16.020,-3.516,7.033,10.159,0.000,-32.430,9.377,-23.834,43.370,0.000,-1.954,-22.271,0.000,-32.039,-13.675,-26.960,49.231,0.000,37.118,-52.357,-50.012,40.635,0.000,-7.033,-5.079,96.508,-64.860,-50.012
'[17:57:00.496 10/08/2055]',-3.126,43.761,-34.383,1.563,0.000,-5.470,5.079,-30.476,37.900,0.000,-3.126,-32.430,0.000,-35.946,-14.847,-32.430,46.496,0.000,32.821,-56.264,-58.608,44.151,0.000,34.383,-49.621,101.587,-73.455,-58.608
'[17:57:00.500 10/08/2055]',4.298,14.457,-10.159,0.000,0.000,10.549,-0.781,-33.993,31.648,0.000,-3.126,-45.324,0.000,-27.350,-19.145,-41.026,38.291,0.000,49.231,-60.952,-78.535,39.853,0.000,10.159,-12.894,106.667,-76.190,-78.535
'[17:57:00.504 10/08/2055]',-4.298,-21.880,48.059,-6.252,0.000,10.159,-5.861,-30.476,39.463,0.000,-5.470,-50.794,0.000,-20.708,-23.053,-45.324,57.045,0.000,61.343,-72.283,-79.316,56.654,0.000,-48.059,25.397,102.369,-78.535,-79.316
'[17:57:00.508 10/08/2055]',-12.503,-54.310,100.806,-8.596,0.000,2.344,3.126,-34.383,50.794,0.000,-10.159,-57.045,0.000,-13.284,-28.523,-50.794,76.190,0.000,50.794,-65.250,-71.893,69.158,0.000,-100.806,60.171,105.104,-86.740,-71.893
'[17:57:00.512 10/08/2055]',-18.364,-57.436,108.230,-17.192,0.000,-4.298,0.391,-35.946,52.747,0.000,-12.112,-65.250,0.000,-9.768,-33.211,-54.310,76.972,0.000,52.747,-63.687,-71.893,60.562,0.000,-108.230,65.250,107.057,-90.647,-71.893
'[17:57:00.516 10/08/2055]',-17.973,-37.509,66.422,-16.410,0.000,-13.284,-4.298,-39.853,50.012,0.000,-13.675,-66.813,0.000,-11.722,-35.946,-53.529,75.800,0.000,54.701,-66.813,-56.654,41.807,0.000,-66.422,31.648,86.740,-73.846,-56.654
'[17:57:00.520 10/08/2055]',-15.629,33.993,-22.271,-29.695,0.000,-21.099,-7.033,-42.589,37.118,0.000,-21.099,-69.548,0.000,-27.741,-42.198,-55.482,70.720,0.000,44.151,-66.422,-63.687,30.085,0.000,22.271,-43.761,81.270,-71.111,-63.687
'[17:57:00.523 10/08/2055]',-4.689,65.641,-50.012,-35.946,0.000,-11.722,-10.159,-37.509,33.211,0.000,-25.006,-72.283,0.000,-27.741,-42.979,-57.436,63.687,0.000,42.198,-58.608,-68.376,18.755,0.000,50.012,-65.641,83.614,-73.846,-68.376
'[17:57:00.527 10/08/2055]',-5.079,91.038,-73.455,-30.476,0.000,2.735,-21.490,-35.556,34.383,0.000,-23.053,-70.720,0.000,-16.020,-40.635,-62.515,64.469,0.000,68.376,-64.469,-79.707,19.145,0.000,73.455,-89.084,90.647,-69.158,-79.707
'[17:57:00.531 10/08/2055]',3.126,-16.020,45.714,-23.053,0.000,18.755,-21.490,-30.476,41.807,0.000,-23.053,-62.906,0.000,-14.457,-39.463,-56.264,73.846,0.000,83.223,-60.171,-87.521,26.178,0.000,-45.714,29.304,82.442,-57.045,-87.521
'[17:57:00.535 10/08/2055]',12.894,-82.051,126.593,-22.662,0.000,25.788,-9.768,-32.430,50.012,0.000,-22.662,-52.357,0.000,-19.536,-37.118,-40.244,81.270,0.000,91.819,-63.687,-71.893,26.178,0.000,-126.593,102.369,86.740,-66.813,-71.893
'[17:57:00.539 10/08/2055]',20.317,-53.138,97.680,-12.503,0.000,24.615,-5.861,-28.132,60.952,0.000,-14.457,-44.542,0.000,-24.615,-35.556,-28.132,84.396,0.000,89.475,-62.906,-60.952,28.913,0.000,-97.680,59.780,82.442,-53.529,-60.952
'[17:57:00.543 10/08/2055]',21.099,-12.112,41.026,-3.516,0.000,12.894,-2.344,-21.490,57.045,0.000,-10.159,-35.165,0.000,-52.747,-40.244,-5.079,80.098,0.000,94.164,-73.455,-55.482,14.847,0.000,-41.026,28.913,61.343,-36.337,-55.482
'[17:57:00.547 10/08/2055]',5.079,61.734,-55.092,5.470,0.000,-27.350,5.861,-16.410,55.092,0.000,-13.284,-23.834,0.000,-73.065,-39.072,11.722,74.237,0.000,84.786,-63.687,-37.118,-10.549,0.000,55.092,-42.198,90.256,-57.045,-37.118
'[17:57:00.551 10/08/2055]',-5.470,101.197,-78.144,9.377,0.000,-36.337,11.722,-6.642,57.827,0.000,-9.768,-21.880,0.000,-42.198,-12.503,-12.112,62.125,0.000,67.595,-20.708,-27.741,-24.615,0.000,78.144,-87.131,92.210,-26.569,-27.741
'[17:57:00.555 10/08/2055]',-8.987,-34.383,45.714,25.397,0.000,-26.178,7.814,-11.722,57.827,0.000,-5.079,-19.927,0.000,-35.556,-2.344,-10.159,57.045,0.000,126.203,-51.575,-24.615,-40.635,0.000,-45.714,46.105,116.435,-28.132,-24.615
'[17:57:00.559 10/08/2055]',6.642,-81.270,87.521,29.304,0.000,-7.033,15.629,-23.053,57.045,0.000,-5.861,-17.192,0.000,-2.344,8.205,-17.973,53.138,0.000,119.560,-3.907,-22.662,-51.575,0.000,-87.521,83.223,117.216,-0.391,-22.662
'[17:57:00.563 10/08/2055]',25.397,-31.648,46.496,30.476,0.000,18.755,17.973,-25.788,58.608,0.000,-2.735,-19.536,0.000,34.774,10.159,-30.867,53.138,0.000,100.806,12.503,1.563,-46.886,0.000,-46.496,38.681,94.164,3.907,1.563
'[17:57:00.566 10/08/2055]',41.807,2.344,-0.391,29.695,0.000,28.132,12.894,-28.913,60.562,0.000,3.907,-23.443,0.000,23.834,4.689,-21.880,51.184,0.000,71.111,23.834,8.205,-46.105,0.000,0.391,1.954,95.336,-12.894,8.205
'[17:57:00.570 10/08/2055]',49.621,130.501,-121.905,14.847,0.000,26.960,9.768,-20.708,55.873,0.000,1.172,-24.225,0.000,32.430,-10.549,-17.973,48.840,0.000,42.979,44.542,10.940,-46.886,0.000,121.905,-119.170,68.376,5.861,10.940
'[17:57:00.574 10/08/2055]',33.993,122.295,-126.984,25.788,0.000,-4.689,16.020,-16.020,59.780,0.000,0.000,-19.927,0.000,-10.159,-5.470,-4.689,55.092,0.000,25.788,19.145,37.118,-50.012,0.000,126.984,-111.746,88.303,-27.741,37.118
'[17:57:00.578 10/08/2055]',0.000,-17.582,7.424,28.523,0.000,-34.383,21.490,-21.880,53.138,0.000,4.298,-21.880,0.000,-26.960,18.755,-13.675,43.370,0.000,35.556,10.940,36.337,-62.125,0.000,-7.424,28.523,104.322,-21.490,36.337
'[17:57:00.582 10/08/2055]',-0.391,-59.780,60.952,26.569,0.000,-28.523,30.085,-30.867,57.827,0.000,9.768,-22.662,0.000,-15.238,23.834,-8.987,42.198,0.000,44.151,15.629,43.761,-63.687,0.000,-60.952,62.125,112.527,-16.801,43.761
'[17:57:00.586 10/08/2055]',0.000,-69.548,67.595,36.728,0.000,-12.112,24.225,-34.383,57.045,0.000,8.596,-18.364,0.000,3.516,18.364,1.172,41.807,0.000,79.316,-7.814,58.608,-63.687,0.000,-67.595,87.131,95.726,-12.503,58.608
'[17:57:00.590 10/08/2055]',-6.642,-22.271,40.244,43.761,0.000,6.642,18.364,-32.821,63.297,0.000,13.284,-12.503,0.000,1.172,21.880,9.768,48.449,0.000,98.852,-3.126,42.589,-54.701,0.000,-40.244,59.389,99.243,7.424,42.589
'[17:57:00.594 10/08/2055]',14.847,68.767,-60.171,36.728,0.000,20.317,5.470,-29.695,64.078,0.000,17.192,-12.112,0.000,-7.033,3.126,21.880,50.012,0.000,93.382,-10.549,30.085,-44.151,0.000,60.171,-36.728,89.866,10.940,30.085
'[17:57:00.598 10/08/2055]',14.457,59.389,-55.482,41.807,0.000,19.145,0.000,-15.629,57.045,0.000,19.536,-5.079,0.000,-46.105,7.424,41.807,56.654,0.000,116.435,-53.919,48.449,-50.012,0.000,55.482,-16.410,68.767,21.880,48.449
'[17:57:00.602 10/08/2055]',-7.033,26.569,-40.244,50.403,0.000,-25.006,15.238,-16.410,55.482,0.000,16.801,3.907,0.000,-82.051,24.615,37.509,60.952,0.000,16.801,32.821,43.370,-51.575,0.000,40.244,12.894,62.125,39.853,43.370
'[17:57:00.605 10/08/2055]',-4.689,-8.596,-25.397,37.900,0.000,-50.012,22.662,-13.675,40.244,0.000,13.284,2.344,0.000,-39.463,12.503,27.741,43.370,0.000,21.880,36.728,46.105,-60.952,0.000,25.397,18.755,85.177,17.192,46.105
'[17:57:00.609 10/08/2055]',11.722,-58.999,12.503,35.556,0.000,-34.774,19.536,-14.847,31.258,0.000,9.377,4.689,0.000,7.424,14.847,15.238,33.993,0.000,-5.079,83.223,58.999,-63.687,0.000,-12.503,40.244,64.469,38.291,58.999
'[17:57:00.613 10/08/2055]',7.814,-23.443,-7.814,39.853,0.000,-16.801,16.801,-12.503,29.695,0.000,0.000,12.503,0.000,44.542,-2.735,15.629,32.039,0.000,-3.126,102.369,41.807,-51.184,0.000,7.814,21.490,71.111,32.821,41.807
'[17:57:00.617 10/08/2055]',-10.159,-7.033,-14.066,37.118,0.000,-17.192,10.159,-9.768,22.271,0.000,-1.563,13.675,0.000,60.952,-12.503,16.801,26.178,0.000,41.416,92.601,14.066,-55.873,0.000,14.066,15.238,98.071,30.085,14.066
'[17:57:00.621 10/08/2055]',-7.814,21.880,-48.840,36.728,0.000,-1.563,0.000,-10.549,14.847,0.000,0.000,16.020,0.000,49.621,-8.596,24.225,24.615,0.000,71.893,18.755,75.409,-75.018,0.000,48.840,-13.284,91.429,0.000,75.409
'[17:57:00.625 10/08/2055]',-7.814,5.079,-18.755,32.039,0.000,6.642,-0.391,-6.642,11.331,0.000,-3.516,24.615,0.000,16.801,-4.298,35.556,35.556,0.000,58.217,5.861,86.349,-66.032,0.000,18.755,21.880,77.363,-2.344,86.349
'[17:57:00.629 10/08/2055]',-14.847,38.291,-42.589,32.039,0.000,-16.410,16.801,-2.344,14.066,0.000,0.000,31.648,0.000,-35.556,0.781,57.827,42.198,0.000,89.866,-37.900,86.740,-72.283,0.000,42.589,7.033,79.316,-11.722,86.740
'[17:57:00.633 10/08/2055]',19.536,62.906,-82.051,28.523,0.000,-1.172,16.020,-1.563,15.238,0.000,1.954,33.211,0.000,-40.244,8.205,55.873,47.668,0.000,94.554,-59.389,100.806,-63.297,0.000,82.051,-44.933,62.125,-5.079,100.806
'[17:57:00.637 10/08/2055]',19.927,29.695,-43.370,39.463,0.000,-7.424,19.927,0.781,31.648,0.000,0.391,34.383,0.000,-38.291,3.516,50.403,51.966,0.000,33.211,-28.913,106.276,-41.026,0.000,43.370,-13.284,45.324,-19.145,106.276
'[17:57:00.641 10/08/2055]',-4.298,23.053,-30.085,42.198,0.000,-30.867,31.648,0.781,28.132,0.000,3.907,31.648,0.000,-41.807,20.708,41.026,43.370,0.000,-7.033,23.443,90.647,-42.589,0.000,30.085,0.000,33.211,-0.391,90.647
'[17:57:00.645 10/08/2055]',-32.430,-7.424,-5.861,38.681,0.000,-64.469,31.648,3.907,19.927,0.000,4.689,25.006,0.000,15.629,15.238,12.112,28.523,0.000,-23.053,72.283,80.098,-55.482,0.000,5.861,21.099,26.569,30.085,80.098
'[17:57:00.648 10/08/2055]',-0.391,-85.568,51.184,30.476,0.000,-39.072,26.569,-3.126,12.112,0.000,3.516,27.350,0.000,16.410,12.503,16.801,27.350,0.000,4.298,66.032,56.654,-51.966,0.000,-51.184,62.515,36.337,46.496,56.654
'[17:57:00.652 10/08/2055]',9.377,-62.906,42.589,22.271,0.000,-24.225,34.383,-1.563,3.907,0.000,0.391,35.165,0.000,-5.079,12.503,32.821,32.821,0.000,19.145,72.283,23.443,-41.807,0.000,-42.589,71.893,31.648,52.357,23.443
'[17:57:00.656 10/08/2055]',40.635,-47.668,7.033,22.662,0.000,-27.741,38.291,3.907,7.814,0.000,-2.344,35.946,0.000,-10.940,-12.112,42.589,38.681,0.000,42.198,71.111,-14.457,-40.244,0.000,-7.033,61.343,34.774,62.515,-14.457
'[17:57:00.660 10/08/2055]',58.217,-65.250,0.000,27.350,0.000,-24.225,21.099,8.596,13.675,0.000,-3.907,36.728,0.000,-17.192,-17.973,44.933,40.635,0.000,25.006,28.913,31.258,-35.556,0.000,0.000,56.264,14.457,30.476,31.258
'[17:57:00.664 10/08/2055]',28.523,-2.344,-25.397,26.960,0.000,-26.178,15.238,20.317,17.582,0.000,4.298,39.463,0.000,-23.834,0.391,49.231,34.774,0.000,-8.987,8.205,105.104,-42.589,0.000,25.397,40.635,-24.615,-9.768,105.104
'[17:57:00.668 10/08/2055]',6.252,25.397,-60.952,30.085,0.000,-41.026,3.516,17.582,20.317,0.000,3.126,36.728,0.000,-39.463,-1.954,62.515,30.867,0.000,28.132,-14.457,94.164,-55.482,0.000,60.952,-8.596,-4.689,8.205,94.164
'[17:57:00.672 10/08/2055]',-12.112,-4.689,-54.701,41.416,0.000,-77.753,-11.722,25.397,32.430,0.000,-1.563,35.165,0.000,-44.151,-9.377,54.310,35.165,0.000,28.523,-58.217,120.342,-54.701,0.000,54.701,-11.722,15.238,-16.020,120.342
'[17:57:00.676 10/08/2055]',24.225,50.012,-121.514,35.946,0.000,-59.780,-17.973,29.695,37.118,0.000,-5.861,41.416,0.000,-55.482,9.768,45.714,42.198,0.000,12.503,-39.853,111.746,-40.635,0.000,121.514,-88.303,4.298,-9.377,111.746
'[17:57:00.680 10/08/2055]',57.827,-23.834,-62.515,36.728,0.000,-46.886,-10.940,29.695,35.165,0.000,-14.847,41.416,0.000,-61.734,-0.391,42.198,45.714,0.000,48.449,-34.774,49.231,-36.337,0.000,62.515,-0.781,40.244,-12.503,49.231
'[17:57:00.684 10/08/2055]',93.382,-101.587,-44.542,37.900,0.000,-91.429,1.954,44.933,28.523,0.000,-18.364,37.900,0.000,1.563,-22.271,19.145,37.118,0.000,-26.960,72.283,33.211,-42.198,0.000,44.542,0.781,39.072,27.741,33.211
'[17:57:00.688 10/08/2055]',64.860,-114.090,23.053,42.979,0.000,-44.933,-4.298,37.509,29.695,0.000,-8.596,39.853,0.000,24.615,-1.172,8.987,38.291,0.000,3.907,49.621,47.277,-28.132,0.000,-23.053,85.177,-21.099,34.774,47.277
'[17:57:00.691 10/08/2055]',82.833,-109.402,36.337,28.913,0.000,11.331,-13.284,27.741,12.894,0.000,-0.781,37.900,0.000,40.244,-6.642,30.867,27.741,0.000,36.728,89.084,3.907,-36.337,0.000,-36.337,69.158,-1.172,74.628,3.907
'[17:57:00.695 10/08/2055]',46.886,-82.833,11.331,47.668,0.000,2.735,-7.033,11.331,16.020,0.000,0.000,30.476,0.000,59.780,-31.258,28.132,28.132,0.000,-16.801,97.289,40.244,-34.383,0.000,-11.331,16.020,30.867,50.012,40.244
'[17:57:00.699 10/08/2055]',79.316,-44.542,-41.807,35.165,0.000,-21.099,5.079,26.178,17.192,0.000,-1.172,31.648,0.000,32.821,-26.960,20.317,31.258,0.000,-33.211,46.496,83.223,-36.728,0.000,41.807,3.516,-42.979,29.695,83.223
'[17:57:00.703 10/08/2055]',86.349,-52.357,-28.132,23.443,0.000,-21.099,-1.954,32.430,19.145,0.000,-8.987,37.118,0.000,12.503,-25.788,26.569,42.589,0.000,-51.184,78.926,58.999,-28.913,0.000,28.132,9.768,-33.993,23.834,58.999
'[17:57:00.707 10/08/2055]',18.364,0.391,-22.271,32.039,0.000,7.424,28.523,-17.582,8.987,0.000,-7.033,32.039,0.000,44.542,-16.410,21.490,40.244,0.000,-30.085,108.620,50.403,-37.900,0.000,22.271,-41.026,0.000,78.926,50.403
'[17:57:00.711 10/08/2055]',39.072,42.198,-65.641,28.913,0.000,-34.774,17.973,38.291,23.053,0.000,0.000,40.635,0.000,44.151,-0.391,30.085,37.118,0.000,30.085,50.794,76.581,-44.933,0.000,65.641,-11.331,-110.183,84.005,76.581
'[17:57:00.715 10/08/2055]',131.282,-39.853,-106.667,51.184,0.000,-119.170,-15.629,116.435,53.919,0.000,1.954,54.310,0.000,0.391,3.126,48.449,66.032,0.000,58.217,62.125,14.847,-16.020,0.000,106.667,4.689,-113.700,78.535,14.847
'[17:57:00.719 10/08/2055]',171.136,27.741,-182.076,43.761,0.000,-81.661,-21.490,119.560,45.714,0.000,6.642,45.324,0.000,66.032,1.172,38.291,51.184,0.000,21.099,191.453,-30.476,-22.662,0.000,182.076,-130.501,-115.263,184.029,-30.476
'[17:57:00.723 10/08/2055]',377.827,-120.342,-271.941,62.906,0.000,-266.862,34.774,206.691,73.065,0.000,7.814,51.966,0.000,35.165,-18.364,38.681,65.641,0.000,75.018,75.018,-15.629,-11.331,0.000,271.941,-40.244,-254.359,134.799,-15.629
'[17:57:00.727 10/08/2055]',294.994,-182.857,-200.830,62.515,0.000,-219.976,-16.410,133.626,75.800,0.000,-17.582,28.523,0.000,44.933,-50.794,-27.741,91.819,0.000,-138.706,196.142,-33.602,35.556,0.000,200.830,-21.490,-212.161,102.759,-33.602
'[17:57:00.730 10/08/2055]',51.575,-105.104,37.118,9.377,0.000,125.031,-9.768,-112.137,-9.377,0.000,-16.801,-7.814,0.000,121.514,-21.490,-39.463,25.397,0.000,-156.288,207.863,40.244,-5.861,0.000,-37.118,-46.886,-78.144,132.063,40.244
'[17:57:00.734 10/08/2055]',-83.614,-80.098,133.236,11.331,0.000,121.905,54.310,-176.996,-17.582,0.000,-5.861,-17.973,0.000,103.150,4.689,-53.919,20.317,0.000,-92.991,88.303,80.098,-0.391,0.000,-133.236,43.370,-87.521,100.024,80.098
'[17:57:00.738 10/08/2055]',-121.514,45.324,95.336,10.159,0.000,217.631,-34.774,-131.282,-20.708,0.000,-0.391,-12.894,0.000,106.276,23.053,-26.569,0.391,0.000,-99.243,151.600,75.800,-23.834,0.000,-95.336,9.377,-61.734,92.601,75.800
'[17:57:00.742 10/08/2055]',23.834,17.192,-30.085,20.317,0.000,75.800,-16.801,-25.397,-0.391,0.000,4.689,3.516,0.000,67.985,21.490,-2.735,3.907,0.000,-45.324,141.050,15.629,-18.755,0.000,30.085,-5.861,-162.540,149.255,15.629
'[17:57:00.746 10/08/2055]',131.673,55.873,-190.672,33.602,0.000,-32.039,-3.516,48.059,19.145,0.000,8.596,16.801,0.000,26.569,15.238,21.490,17.192,0.000,54.310,27.741,21.880,-21.880,0.000,190.672,-127.375,-183.248,136.752,21.880
'[17:57:00.750 10/08/2055]',275.458,134.408,-446.593,47.277,0.000,-154.725,-73.455,189.499,50.403,0.000,-4.298,30.867,0.000,0.391,1.563,8.987,12.112,0.000,-66.813,82.051,49.621,-40.244,0.000,446.593,-266.471,-252.796,94.554,49.621
'[17:57:00.754 10/08/2055]',252.796,-76.581,-273.504,26.569,0.000,-173.089,-113.309,166.838,48.840,0.000,-21.880,28.132,0.000,-25.397,-21.880,-12.503,37.900,0.000,-98.462,48.840,19.145,8.205,0.000,273.504,-184.811,-236.386,113.309,19.145
'[17:57:00.758 10/08/2055]',65.641,-46.886,-29.695,-41.807,0.000,25.397,-46.105,-12.894,-19.145,0.000,-15.629,3.516,0.000,25.397,8.205,-32.039,-8.987,0.000,-103.150,41.416,71.893,-17.582,0.000,29.695,-161.368,-126.593,112.527,71.893
'[17:57:00.762 10/08/2055]',89.866,-74.628,-22.662,-33.602,0.000,-38.291,-49.621,50.403,-3.907,0.000,-8.596,12.503,0.000,30.085,8.596,-25.788,5.470,0.000,-106.276,119.951,2.344,3.126,0.000,22.662,-110.183,-144.176,137.143,2.344
'[17:57:00.766 10/08/2055]',114.090,-75.800,-84.786,-8.205,0.000,-94.554,35.556,1.172,1.172,0.000,0.000,5.079,0.000,16.801,0.781,-18.364,12.894,0.000,-119.951,158.632,-57.827,32.039,0.000,84.786,-30.476,-226.227,135.580,-57.827
'[17:57:00.770 10/08/2055]',126.593,-25.397,-175.043,-10.159,0.000,-67.985,29.695,-37.118,-8.596,0.000,-4.298,-9.768,0.000,13.284,-7.814,-27.741,-5.079,0.000,-97.289,68.767,-11.331,12.112,0.000,175.043,-146.520,-183.639,94.164,-11.331
'[17:57:00.773 10/08/2055]',46.886,74.628,-213.333,-15.238,0.000,-22.662,-11.331,-43.370,-28.913,0.000,-6.252,-19.927,0.000,21.490,15.629,-53.138,-28.132,0.000,-176.606,112.137,33.211,-12.503,0.000,213.333,-223.883,-144.567,88.694,33.211
'[17:57:00.777 10/08/2055]',136.361,-19.145,-248.889,-5.470,0.000,-78.144,-31.258,-2.735,-24.615,0.000,-6.252,-13.284,0.000,-25.006,11.331,-49.621,-27.350,0.000,-162.930,66.422,11.331,-5.861,0.000,248.889,-166.838,-191.062,75.800,11.331
'[17:57:00.781 10/08/2055]',41.026,-92.210,-30.085,-55.482,0.000,-29.695,-58.217,-4.689,-43.761,0.000,-9.377,-10.159,0.000,-12.503,14.066,-59.389,-27.741,0.000,-189.890,67.204,35.946,0.000,0.000,30.085,-126.984,-121.514,89.475,35.946
'[17:57:00.785 10/08/2055]',-48.449,-62.906,76.581,-73.455,0.000,64.860,-54.701,-51.966,-66.422,0.000,-9.377,-5.079,0.000,-20.317,19.927,-39.463,-36.337,0.000,-179.731,74.237,46.886,-17.973,0.000,-76.581,-32.430,-134.408,97.680,46.886
'[17:57:00.789 10/08/2055]',32.430,-64.860,-22.662,-29.304,0.000,22.662,-18.755,-61.343,-27.350,0.000,-5.861,-2.735,0.000,-37.900,6.252,-25.006,-24.615,0.000,-153.162,69.548,-10.940,12.112,0.000,22.662,-89.866,-126.593,85.568,-10.940
'[17:57:00.793 10/08/2055]',-14.457,3.126,-65.641,-38.681,0.000,-16.020,0.000,-67.595,-31.648,0.000,-2.735,-12.503,0.000,-23.053,-5.470,-23.053,-37.118,0.000,-160.195,95.336,-31.258,5.861,0.000,65.641,-130.501,-151.990,124.640,-31.258
'[17:57:00.797 10/08/2055]',-28.523,57.436,-158.632,-36.728,0.000,-8.205,-46.496,-74.237,-35.556,0.000,-11.331,-32.039,0.000,-33.211,-13.284,-42.589,-48.449,0.000,-145.348,35.946,-39.853,9.768,0.000,158.632,-209.817,-113.700,84.005,-39.853
'[17:57:00.801 10/08/2055]',-85.958,65.641,-114.872,-38.291,0.000,24.615,-18.755,-129.328,-49.621,0.000,-8.205,-52.747,0.000,-19.536,-17.582,-55.482,-66.032,0.000,-154.335,48.449,-57.827,2.735,0.000,114.872,-223.492,-52.357,94.164,-57.827
'[17:57:00.805 10/08/2055]',-58.608,18.755,-85.177,-57.827,0.000,-14.066,-21.490,-79.316,-66.813,0.000,-1.954,-53.919,0.000,-14.847,-19.536,-54.310,-73.455,0.000,-146.911,60.952,-67.204,-10.549,0.000,85.177,-123.858,-110.574,108.230,-67.204
'[17:57:00.809 10/08/2055]',-54.701,-39.853,-25.006,-53.919,0.000,42.979,-54.310,-93.773,-69.548,0.000,-5.470,-57.827,0.000,-24.225,-18.755,-57.436,-62.515,0.000,-147.692,37.509,-50.794,-2.735,0.000,25.006,-55.482,-108.620,83.223,-50.794
'[17:57:00.813 10/08/2055]',-39.463,-10.940,-27.741,-62.515,0.000,53.138,-19.927,-101.197,-72.674,0.000,-1.172,-56.654,0.000,-11.331,-14.066,-54.701,-70.330,0.000,-136.752,54.310,-63.687,-6.642,0.000,27.741,-61.343,-112.137,86.740,-63.687
'[17:57:00.816 10/08/2055]',-8.205,-8.987,-57.045,-55.092,0.000,16.410,-27.741,-68.376,-50.403,0.000,0.000,-51.184,0.000,-12.503,-17.582,-50.403,-66.422,0.000,-126.593,51.966,-75.018,0.000,0.000,57.045,-76.581,-131.282,88.694,-75.018
'[17:57:00.820 10/08/2055]',-45.714,8.596,-70.330,-50.403,0.000,3.126,-45.324,-67.204,-48.449,0.000,-1.172,-55.482,0.000,-14.847,-18.755,-51.184,-68.376,0.000,-118.388,48.059,-87.912,1.954,0.000,70.330,-94.554,-107.448,91.429,-87.912
'[17:57:00.824 10/08/2055]',-41.026,16.410,-82.442,-54.310,0.000,-0.391,-45.324,-64.469,-50.794,0.000,-3.126,-58.217,0.000,-29.304,-19.927,-53.529,-74.237,0.000,-128.156,41.416,-91.819,0.000,0.000,82.442,-126.984,-69.939,79.707,-91.819
'[17:57:00.828 10/08/2055]',-36.728,-10.549,-63.297,-58.217,0.000,-8.987,-33.602,-65.250,-61.343,0.000,-1.563,-60.952,0.000,-28.523,-16.410,-52.747,-96.117,0.000,-122.686,45.714,-93.773,-24.615,0.000,63.297,-86.740,-71.893,81.270,-93.773
'[17:57:00.832 10/08/2055]',-39.853,-22.271,-74.628,-54.701,0.000,8.987,-53.138,-72.283,-76.972,0.000,1.172,-63.687,0.000,-28.523,-10.549,-52.747,-98.852,0.000,-114.090,48.449,-98.852,-27.741,0.000,74.628,-66.422,-65.641,82.442,-98.852
'[17:57:00.836 10/08/2055]',-20.317,-25.788,-78.535,-61.343,0.000,7.424,-53.138,-59.389,-81.661,0.000,1.172,-62.125,0.000,-26.178,-7.814,-51.575,-102.759,0.000,-112.137,41.416,-95.336,-24.615,0.000,78.535,-62.125,-73.455,71.893,-95.336
'[17:57:00.840 10/08/2055]',-15.629,-2.344,-96.899,-57.045,0.000,8.987,-44.933,-58.999,-76.972,0.000,5.470,-64.469,0.000,-15.238,-9.768,-50.403,-115.263,0.000,-105.104,42.589,-92.210,-38.291,0.000,96.899,-76.581,-77.753,73.065,-92.210
'[17:57:00.844 10/08/2055]',-42.198,-7.033,-83.223,-57.436,0.000,-1.954,-44.151,-64.078,-80.098,0.000,10.549,-66.032,0.000,-10.940,-12.503,-46.886,-111.746,0.000,-100.415,48.059,-99.634,-32.039,0.000,83.223,-60.952,-81.661,88.694,-99.634
'[17:57:00.848 10/08/2055]',-47.277,-14.066,-80.488,-53.529,0.000,-14.847,-42.979,-60.952,-76.190,0.000,10.549,-65.250,0.000,-11.722,-15.238,-45.714,-112.137,0.000,-101.197,42.198,-96.899,-31.258,0.000,80.488,-51.184,-88.694,88.694,-96.899
